regulation_project_id;Мероприятия, необходимые для достижения целей регулирования;Сроки мероприятий;Описание ожидаемого результата;Объем финансирования;Источники финансирования
99673;Издание приказа ФНС России;01.01.2021;Получение налоговыми органами верифицированных сведений в рамках пункта 4, 10 статьи 85 Налогового кодекса Российской Федерации;не оценивался;В рамках финансирования деятельности ФНС России
99674;Издание приказа ФНС России;01.01.2021;Получение налоговыми органами верифицированных сведений в рамках пункта 4, 10 статьи 85 Налогового кодекса Российской Федерации;не оценивался;В рамках финансирования деятельности ФНС России
99684;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют
99688;Отсутствуют;Отсутствуют;Отсутствует;Отсутствует;Отсутствуют
99692;Регистрация в Минюсте России;с момента принятия;нет;нет;нет
99694;отсутствуют;отсутствуют;отсутствует;отсутствует;отсутствуют
99696;Утверждение органом исполнительной власти проекта приказа;Ежегодно;"Дополнение Перечня оборудования автоматической идентификационной системы, допускаемой к использованию в ТСК судов рыбопромыслового флота, новой судовой аппаратуры универсальной автоматической идентификационной системы, тип ""SI-70A""";В пределах лимитов бюджетного ассигнования;Бюджетное финансирование
99719;принятие проекта постановления;II квартал 2020;совершенствование Правил;в пределах лимитов бюджетов ассигнования;бюджетное финансирование
99729;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют
99748;Разработка постановления Правительства Российской Федерации;-;Принятие постановления Правительства Российской Федерации;-;-
99757;Принятие проекта нормативного правового акта;июнь 2020 г.;Постановление Правительства Российской Федерации «Об освобождении от предоставления обеспечения исполнения обязанности по уплате таможенных пошлин, налогов в отношении иностранных товаров, ввозимых на территорию Российской Федерации для экспонирования и показа (демонстрации в действии) на международных выставках на территории Российской Федерации, а также предназначенных для использования при организации и проведении указанных выставок, организатором (координатором) которых выступает Министерство промышленности и торговли Российской Федерации»;Финансирование не требуется;Финансирование не требуется
99763;Регистрация в Минюсте России;нет;нет;нет;нет
99765;Регистрация в Минюсте России;с момента принятия;нет;нет;нет
99775;(Мероприятие 1);-;-;-;-
99775;(Мероприятие N);-;-;-;-
99781;Нет;Нет;Нет;Нет;Нет
99784;-;-;-;-;-
99784;Принятие постановления Правительства Российской Федерации «Об утверждении списка продукции, которая для помещения под таможенные процедуры, предусматривающие возможность отчуждения или использования этой продукции в соответствии с ее назначением на территории Российской Федерации, подлежит обязательному подтверждению соответствия требованиям Федерального закона «Технический регламент о требованиях пожарной безопасности»;Не определен;Обеспечение свободного перемещения пожарно-технической продукции на территориях государств-членов Евразийского экономического союза без проведения повторных процедур подтверждения соответствия.;Реализация проекта постановления не потребует дополнительных расходов бюджетов бюджетной системы Российской Федерации и будет осуществлена за счет средств, предусмотренных заинтересованным;Не предусматриваются
99800;-;-;-;-;-
99808;Принятие Федерального закона.;31.12.2020;Формирование ответственного и взвешенного подхода к развитию территорий, связанных с объектами всемирного наследия.;Принятие Федерального закона «О внесении изменений в Федеральный закон «Об объектах культурного наследия (памятниках истории и культуры) народов Российской Федерации» и отдельные законодательные акты Российской Федерации» (в части установления порядка выполнения международных обязательств, вытекающих из Конвенции об охране всемирного культурного и природного наследия от 16 ноября 1972 года)» – (далее законопроект) – не потребует выделения дополнительных ассигнований из федерального бюджета.;-
99834;Принятие проекта нормативного правового акта;2020 год;принятие проекта постановления;финансирование не потребуется;финансирование не потребуется
99835;Издание проекта приказа;В соответствии с законодательством Российской Федерации;Вступление в силу приказа Минтранса России;Не требуется;-
99841;"Вступление в силу федерального закона ""О внесении изменений в Федеральный закон «О связи»"""; ; ; ; 
99842;отсутствуют;нет;нет;не предусмотрено;нет
99875;Модернизация Федерального информационного фонда по обеспечению единства измерений;сентябрь 2020;Федеральный информационный фонд по обеспечению единства измерений позволяет публиковать результаты поверки средств измерений, применяемых в качестве эталонов, а также аттестации эталонов.;Не требуется;Не требуются
99883;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
99884;Управление внутренними процессами медицинских организаций, которое направлено на непрерывное повышение доступности, качества и безопасности медицинской помощи, посредством сокращения деятельности, потребляющей ресурсы системы здравоохранения, но не направленной на удовлетворение потребностей пациента при предоставлении медицинской услуги;Не требуются;Повышение удовлетворенности граждан доступностью и качеством медицинской помощи, а также эффективное использование ресурсов системы здраво-охранения;Данные отсутствуют;Принятие проекта федерального закона не потребует значимых капитальных вложений и является дополнением к деятельности медицинских организаций. Новые полномочия Министерства здраво-охранения Российской Феде-рации, предусмотренные законопроектом, будут осуществляться в пределах установлен-ной штатной численности и бюджетных ассигнований, предусмотренных в федеральном бюджете на руководство и управление в сфере установленных функций. Законопроект потребует выделения дополни-тельных средств из бюджетов бюджетной системы Российской Федерации, его реализация потребует увеличения предельной численности федеральных государственных гражданских служащих Росздравнадзора в связи наделением новыми полномочиями
99887;"Принятие постановления Правительства Российской Федерации ""Об утверждении Порядка разработки критериев отнесения объектов всех форм собственности к критически важным объектам""";2020 год;Решение проблемы, указанной в пункте 1.4;Не требуется;Не требуется
99889;"1) своевременное выявление фактов нарушения пропускного и внутриобъектового режимов, а также попыток проноса (провоза) токсичных химикатов, отравляющих веществ и патогенных биологических агентов на объект (территорию);
";в плановом порядке с момента вступления в силу документа;повышение уровня антитеррористической защищенности объекта (территории);в пределах имеющихся средств;федеральный бюджет, бюджеты государственных внебюджетных фондов, собственные средства организации
99889;"2)периодическая проверка (обход и осмотр) зданий, сооружений и строений;
";в плановом порядке с момента вступления в силу документа;повышение уровня антитеррористической защищенности объекта (территории);в пределах имеющихся средств;федеральный бюджет, бюджеты государственных внебюджетных фондов, собственные средства организации
99889;3)обучение работников объекта (территории) способам защиты и действиям в случае применения на объекте (территории) токсичных химикатов, отравляющих веществ и патогенных биологических агентов;в плановом порядке с момента вступления в силу документа;повышение уровня антитеррористической защищенности объекта (территории);в пределах имеющихся средств;федеральный бюджет, бюджеты государственных внебюджетных фондов, собственные средства организации
99902;Не требуется;2020;Вступление проекта в законную силу;Не требуется;Не требуется
99910;Принятие проекта нормативного правового акта;март 2020 г.;Дополнение приложения к постановлению Правительства Российской Федерации от 17 июля 2015 г. № 719 требованиями для оборудования для многостадийного гидравлического разрыва пласта (флоты, системы управления оборудованием);Финансирование не требуется;Финансирование не требуется
99912;Доработка программных средств Единой автоматизированной информационной системы таможенных органов;01.08.2020;автоматизация операций при рассмотрении заявления о замене ареста имущества на денежный залог;информация отсутствует;средства федерального бюджета
99930;Не требуется;Не требуется;Не требуется;Не требуется;Не требуется
99932;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют
99997;-;-;-;-;-
100001;Не требуются;Не требуются;Не требуются;Не требуются;Не требуются
100002;-;-;-;-;-
100014;Принятие проекта постановления Правительства Российской Федерации «О Порядке создания, использования и восполнения резервов материальных ресурсов для ликвидации чрезвычайных ситуаций федеральных органов исполнительной власти»;2020 год;Решение проблемы, указанной в пункте 1.4;Не требуется;Не требуется
100016;-;-;-;-;-
100030;Утверждение приказа Ростехнадзора;01.01.2021;утверждение Правил проведения экспертизы промышленной безопасности;0;нет
100039;Отсутствуют;Отсутствуют;Отсутствует;Отсутствует;Отсутствуют
100040;------;-------;-------;--------;--------
100047;нет;нет;нет;нет;нет
100048;принятие ведомственного акта Росреестра;2 квартал 2020;принятие ведомственного акта Росреестра;-;-
100049;Принятие проекта нормативного правового акта;1 июня 2020 г.;Внесение изменений в Правила организации безопасного использования и содержания лифтов, подъемных платформ для инвалидов, пассажирских конвейеров (движущихся пешеходных дорожек) и эскалаторов, за исключением эскалаторов в метрополитенах, утвержденные постановлением Правительства Российской Федерации от 24 июня 2017 г. № 743 «Об организации безопасного использования и содержания лифтов, подъемных платформ для инвалидов, пассажирских конвейеров (движущихся пешеходных дорожек), эскалаторов, за исключением эскалаторов в метрополитенах»;Финансирование не требуется;Финансирование не требуется
100057;мероприятия не предусматриваются;0;0;0;0
100072;Утверждение положений о государственной инспекции по маломерным судам Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий, государственном контроле (надзоре) за пользованием маломерными судами, классификации и освидетельствовании маломерных судов, используемых в некоммерческих целях.;Январь 2021.;Снижение гибели и травматизма людей на водных объектах, снижение негативного воздействия на окружающую среду, соблюдение законности при классификации, освидетельствовании и эксплуатации маломерных судов.;Не требуется.;Не требуются.
100073;Утверждение Положения о безопасности людей на водных объектах.;Январь 2021.;Снижение гибели и травматизма люде на водных объектах, соблюдение законности при эксплуатации поднадзорных объектов.;Не требуется.;Не требуются.
100083;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют
100087;Принятие постановления Правительства Российской Федерации;август 2020;Повышение экологичности и энергоэффективности судов;-;-
100095;Разработка, согласование и утверждение организационных, планирующих и отчетных документов по поддержанию в готовности систем оповещения населения (эксплуатационно-техническому об-служиванию, ремонту, восстановлению технических средств оповещения).;Устанавливается положением по эксплуатационно-техническому обслуживанию;Оптимизация работы в области предупреждения чрезвычайных ситуаций и снижение риска людских потерь.;Не установлен.;Не предусмотрено.
100097;Не предусматриваются;-;-;-;-
100102;Принятие Правительством Российской Федерации постановления;01.01.2021;утверждение Правил организации и осуществления производственного контроля за соблюдением требований промышленной безопасности;0;нет
100103;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
100104;Принятие Правительством Российской Федерации постановления;01.01.2021;утверждение требований к документационному обеспечению систем управления промышленной безопасностью;0;не требуется
100106;-;-;-;-;-
100109;Принятие федерального закона «О внесении изменений в отдельные законодательные акты Российской Федерации (в части регулирования в области внеуличного транспорта)»;В установленные сроки;Совершенствование правовых условий функционирования внеуличного транспорта, в том числе подвесных канатных дорог транспортных;-;-
100133;осуществление таких мероприятий не требуется;-;-;-;-
100141;Вступление в силу нормативного правового акта;Апрель 2020 г.;Утверждение приказом Минпромторга России образование комиссии, положения о комиссии, а также перечня документов, копии которых прилагаются к ежеквартальным отчетам о ходе реализации проектов, предусмотренных частью 1 статьи 29.4 Федерального закона «О рыболовстве и сохранении водных биологических ресурсов»;-;-
100171;нет;нет;нет;нет;нет
100174;Не требуются;нет;нет;нет;нет
100181;Информирование заинтересованных лиц об устанавливаемых полномочиях;Не требуются;Государственный учет курортного фонда Российской Федерации и государственных реестров курортного фонда Российской Федерации, лечебнооздоровительных местностей и курортов, включая санаторно-курортные организации;Принятие проекта федерального за-кона не потребует дополнительных бюджетных ассигнований из федерального бюджета;Принятие проекта федерального закона не потребует дополнительных бюджетных ассигнований из федерального бюджета
100184;отсутствует;отсутствует;отсутствует;отсутствует;отсутствует
100186;Разработка порядка проведения обязательных медицинских осмотров, медицинских освидетельствований, учета и ведения отчетности медицинскими организациями устанавливается федеральным органом исполнительной власти.;2021 год;Разработка порядка проведения обязательных медицинских осмотров, медицинских освидетельствований, учета и ведения отчетности медицинскими организациями устанавливается федеральным органом исполнительной власти.;нет;нет
100187;Принятие актов Минздрава России, в рамках реализации проекта постановления;2-месячный срок с момента принятия постановления;Приняты акты Минздрава России, необходимые для реализации проекта постановления;Финансирование не требуется;Дополнительного финансирования не требуется
100194;Утверждение приказ «Об утверждении форм и порядка заполнения реестров, предусмотренных пунктом 15 статьи 165 Налогового кодекса Российской Федерации (за исключением абзацев десять и двенадцать пункта 15 статьи 165 Налогового кодекса Российской Федерации), а также форматов и порядка представления реестров в электронной форме»;2020;Издание приказа «Об утверждении форм и порядка заполнения реестров, предусмотренных пунктом 15 статьи 165 Налогового кодекса Российской Федерации (за исключением абзацев десять и двенадцать пункта 15 статьи 165 Налогового кодекса Российской Федерации), а также форматов и порядка представления реестров в электронной форме»;Не требуется;Не требуется
100198;Издание проекта постановления;В соответствии с законодательством Российской Федерации;Вступление в силу проекта постановления Правительства Российской Федерации;Не требуется;-
100209;Принятие и официальное опубликование постановления Правительства Российской Федерации;Второе полугодие 2020 г.;Ознакомление участников правоотношений;Не требуется;Не требуется
100212;Вступление в силу федерального закона «О внесении изменений в Федеральный закон «О связи»; ; ; ; 
100232;Информирование юридических лиц, осуществляющие свою деятельность на территории Международного медицинского кластера;Не требуются;Сокращение количества нарушений федерального законодательства в сфере здраво-охранения;Принятие проекта федерального закона не потребует дополнительных бюджетных ассигнований из федерального бюджета;Принятие проекта федерального закона не потребует дополнительных бюджетных ассигнований из федерального бюджета
100233;Утверждение проекта постановления;2020 г.;Утверждение проекта постановления;Финансирование не требуется;Финансирование не требуется
100272;-;-;-;-;-
100279;принятие проекта нормативного правового акта;2020 год;принятие проекта постановления;финансирование не потребуется;финансирование не потребуется
100280;Принятие проекта постановления Правительства Российской Федерации «О внесении изменений в Правила предоставления финансовой поддержки за счет средств государственной корпорации - Фонда содействия реформированию жилищно-коммунального хозяйства на модернизацию систем коммунальной инфраструктуры, находящихся в государственной собственности субъекта Российской Федерации или в муниципальной собственности»;2020 год;Нивелирование рисков по возврату субъектами Российской Федерации финансовой поддержки и уплате штрафа в случае, если в течение года со дня ввода в эксплуатацию объектов коммунальной инфраструктуры, в связи с созданием, реконструкцией, модернизацией которых предоставлялась финансовая поддержка, не достигнуты целевые показатели, предусмотренные проектом модернизации по причине отсутствия возможности осуществления фактической эксплуатации объекта капитального строительства после его ввода в эксплуатацию вследствие действия обстоятельств, наступление которых невозможно предвидеть или предотвратить;Не требуется;Не требуется
100294;-;-;-;-;-
100296;Необходимость в мероприятиях отсутствует;Необходимость в мероприятиях отсутствует;Необходимость в мероприятиях отсутствует;Необходимость в мероприятиях отсутствует;Необходимость в мероприятиях отсутствует
100303;Не указаны.;Не указаны.;Не указаны.;Не указаны.;Не указаны.
100314;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
100318;Необходимость в мероприятиях отсутствует;Необходимость в мероприятиях отсутствует;Необходимость в мероприятиях отсутствует;Необходимость в мероприятиях отсутствует;Необходимость в мероприятиях отсутствует
100338;Мониторинг реализации Постановлений № 913;Постоянно;Исполнение лицами, обязанными вносить плату за негативное воздействие на окружающую среду, требований Закона № 7-ФЗ;0;'В пределах установленной Правительством Российской Федерации предельной численности работников Росприроднадзора, а также бюджетных ассигнований, предусмотренных Службе в федеральном бюджете на управление в сфере установленных функций
100344;Отсутствуют.;Отсутствуют.;Отсутствует.;Отсутствует.;Отсутствует.
100345;Утверждение приказа;2 квартал 2020 г.;Утверждение приказа;0;0
100351;Мероприятия не предусматриваются.;Мероприятия не предусматриваются.;Мероприятия не предусматриваются.;Мероприятия не предусматриваются.;Мероприятия не предусматриваются.
100373;-;-;-;-;-
100385;осуществление таких мероприятий не требуется;-;-;-;-
100389;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует
100404;Принятие акта;-;-;не требуется;-
100408;Необходимость в мероприятиях отсутствуют;Не требуются;Не требуются;0,0;Не требуются
100421;Принятие акта;-;-;не требуется;-
100436;не предусмотрено;-;-;-;-
100436;не предусмотрено;-;-;-;-
100438;отсутствует;отсутствует;отсутствует;отсутствует;отсутствует
100439;Разработка проекта федерального закона;2021 год;принятие Федерального закона;финансирование не требуется;финансирование не требуется
100440;Нет;Нет;Нет;Нет;Нет
100450;-;-;-;-;-
100452;не требуются;нет;нет;нет;нет
100453;Не требуются;-;-;-;-
100454;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует
100455;Не требуются;-;-;-;-
100458;Информирование налогоплательщиков об изменении формы налоговой декларации по налогу на доходы физических лиц (форма 3-НДФЛ), порядка ее заполнения и форматов ее представления;2020 год;Качественное и своевременное исполнение налогоплательщиками обязанности по представлению налоговой декларации;Дополнительное финансирование не требуется;не требуются
100459;Мероприятия по согласованию с заинтересованными федеральными органами исполнительной власти Согласование проекта акта В рамках доведенных лимитов федерального бюджета Российской Федерации Федеральный бюджет Российской Федерации;Установленные законодательством Российской Федерации;Согласование проекта акта;В рамках доведенных лимитов федерального бюджета Российской Федерации;Федеральный бюджет Российской Федерации
100463;Не требуются;-;-;-;-
100473;-;-;-;Реализация проекта постановления не повлечет изменений финансовых обязательств государства и не потребует выделения дополнительных бюджетных ассигнований бюджетам системы Российской Федерации, направленных на реализацию предлагаемых проектом постановления норм.;-
100481;-;-;-;-;-
100483;отсутствуют;отсутствуют;обеспечение санитарно-эпидемиологического благополучия наседения;отсутствуют;в пределах установленной Правительством Российской Федерации предельной численности работников Роспотребнадзора, а также бюджетных ассигнований, предусмотренных Службе в федеральном бюджете на управление в сфере установленных функций
100493;Принятие проекта нормативного правового акта;2020;Актуализация правового регулирования охранной зоны тепловых сетей;финансирование не потребуется;финансирование не потребуется
100495;общественное обсуждение;30.03.2020;подписание приказа;отсутствуют;отсутствуют
100499;Принятие проекта нормативного правового акта;2020;принятие федерального закона;финансирование не потребуется;финансирование не потребуется
100509;нет;нет;нет;нет;нет
100524;нет;нет;нет;нет;нет
100527;нет;нет;нет;нет;нет
100532;принятие приказа;3 квартал 2020;нет;нет;нет
100533;Не требуются;-;-;-;-
100548;-;-;-;-;-
100553;Отсутствуют;Отсутствуют;Отсутствуют;финансирование не потребуется;финансирование не потребуется
100575;.;.;.;.;.
100579;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют
100580;Принятие федерального закона; ; ; ; 
100580;Принятие НПА во исполнение федерального закона;6;модернизация существующего регулирования;Не требуется;-
100582;подписание проекта приказа, регистрация в Минюсте России;3 квартал 2020 года;приведение нормативных актов Ростехнадзора в соответствие действующему законодательству РФ;нет;нет
100595;подписание приказа и регистрация его в Минюсте РФ;3 квартал 2020 г.;внесение изменений в приказ Ростехнадзора от 12.11.2020 № 544;нет;нет
100602;Не требуются;Отсутствуют;Отсутствует;Отсутствует;Отсутствуют
100614;Принятие акта;-;-;не требуется;-
100618;-;-;-;-;-
100620;нет данных;нет данных;нет данных;нет данных;нет данных
100627;-;-;-;-;-
100634;нет;нет;нет;нет;нет
100636;нет;нет;нет;нет;нет
100637;нет;нет;нет;нет;нет
100640;_;_;_;_;_
100657;-;-;-;-;-
100664;Проведение публичного обсуждения проекта акта с субъектами предпринимательской и иной деятельности, а также его согласование с федеральными органами исполнительной власти;Стандартные сроки прохождения процедуры принятия нормативного правового акта.;Принятие проекта постановления.;Дополнительное финансирование не требуется.;Дополнительное финансирование не требуется.
100665;-;-;-;-;-
100669;-;-;-;-;-
100675;-;-;-;-;-
100681;Принятие проекта нормативного правового акта;2020;принятие постановления Правительства Российской Федерации;финансирование не потребуется;финансирование не потребуется
100691;вступление в силу приказа ФНС России «Об утверждении порядка взаимодействия налоговых органов с многофункциональными центрами предоставления государственных и муниципальных услуг при направлении в налоговый орган документов (сведений), представляемых в налоговый орган через многофункциональный центр предоставления государственных и муниципальных услуг, в форме электронных документов, и получения по результатам рассмотрения указанных документов (сведений) от налогового органа многофункциональным центром предоставления государственных и муниципальных услуг документов в случаях, предусмотренных законодательством Российской Федерации о налогах и сборах»;2021 год;совершенствование электронного документооборота МФЦ с налоговыми органами в соответствии с пунктом 8 статьи 31 Кодекса;не требуется;не требуется
100695;Информация отсутствует;Информация отсутствует;Информация отсутствует;Информация отсутствует;Информация отсутствует
100696;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют
100697;Принятие и реализация проекта постановления;Нет;"Исключение имеющегося правового пробела в связи с внесением изменений в Федеральный закон ""О транспортной безопасности"".";Нет;Нет
100698;Принятие проекта нормативного правового акта;До начала действия норм устанавливаемых проектом;Постановление Правительства Российской Федерации «Об утверждении Правил распоряжения донным грунтом, извлеченным при проведении дноуглубительных работ во внутренних морских водах и в территориальном море Российской Федерации, в целях создания морского порта, расширения территории морского порта, строительства и реконструкции объектов капитального строительства, относящихся к объектам инфраструктуры морского порта, а также объектов капитального строительства, подлежащих отображению на схемах территориального планирования Российской Федерации в области федерального транспорта»;отсутствует;отсутствуют
100702;Не требуются;Не требуются;Не требуются;Не требуются;Не требуются
100717;нет;нет;нет;нет;нет
100718;нет;нет;нет;нет;нет
100721;нет;нет;нет;нет;нет
100730;"Принятие постановления Правительства Российской Федерации ""Об утверждении Порядка разработки критериев отнесения объектов всех форм собственности к потенциально опасным объектам""";2020 год;Решение проблемы, указанной в пункте 1.4;Не требуется;Не требуется
