regulation_project_id;Содержательные издержки: Описание социально-экономических последствий реализации проекта акта;Содержательные издержки: Единовременные;Содержательные издержки: Периодические;Информационные издержки: Описание социально-экономических последствий реализации проекта акта;Информационные издержки: Единовременные;Информационные издержки: Периодические;Преимущества и (или) иные выгоды: Описание социально-экономических последствий реализации проекта акта;Преимущества и (или) иные выгоды: Единовременные;Преимущества и (или) иные выгоды: Периодические
112139;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;не влияет на деятельность субъектов малого и среднего предпринимательства;не влияет на деятельность субъектов малого и среднего предпринимательства;не влияет на деятельность субъектов малого и среднего предпринимательства
112172;отсутствуют;0;0;отсутствуют;0;0;0;0;0
112172;отсутствуют;0;0;отсутствуют;0;0;отсутствуют;0;0
112173;отсутствуют;0;0;отсутствуют;0;0;0;0;0
112173;отсутствуют;0;0;отсутствуют;0;0;отсутствуют;0;0
112177;отсутствуют;0;0;отсутствуют;0;0;0;0;0
112177;отсутствуют;0;0;отсутствуют;0;0;отсутствуют;0;0
112235;Затраты не требуются;-;-;Не требуются;-;-;-;-;-
112235;-;-;-;-;-;-;-;-;-
112239;-;--;-;-;--;-;--;--;-
112239;-;-;-;-;-;-;-;-;-
112249;-;-;-;-;-;-;-;-;-
112249;-;-;-;-;-;--;--;-;-
112250;-;-;-;-;-;-;-;-;-
112250;-;-;-;-;-;-;-;--;-
112300;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует
112300;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует
112303;Оценить не представляется возможным.;Оценить не представляется возможным.;Оценить не представляется возможным.;Оценить не представляется возможным.;Оценить не представляется возможным.;Оценить не представляется возможным.;Оценить не представляется возможным.;Оценить не представляется возможным.;Оценить не представляется возможным.
112303;Оценить не представляется возможным.;Оценить не представляется возможным.;Оценить не представляется возможным.;Оценить не представляется возможным.;Оценить не представляется возможным.;Оценить не представляется возможным.;Оценить не представляется возможным.;Оценить не представляется возможным.;Оценить не представляется возможным.
112322;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;Размещение информации об объектах контроля (надзора), которым присвоена категория риска на официальном сайте надзорного органа;Размещение информации об объектах контроля (надзора), которым присвоена категория риска на официальном сайте надзорного органа;Упрощение процедуры получения информации
112322;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;Проведение плановых контрольных (надзорных) мероприятий  в соответствии с присвоенной категорией риска, то есть в соответствии со степенью ветеринарных рисков;отсутствуют;Снижение административной нагрузки на субъекты с низкой и умеренной категориями риска
112361;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует
112361;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует
112365;Не предполагаются;--;-;Не предполагаются;-;-;-;-;-
112365;Вид издержек №;-;-;Вид издержек №;-;-;--;-;-
112433;Отсутствуют;-;-;Отсутствуют;-;-;-;-;-
112433;Отсутствуют;-;-;Отсутствуют;-;-;Отсутствуют;-;-
112442;нет;нет;нет;нет;нет;нет;нет;нет;нет
112442;нет;нет;нет;нет;нет;нет;нет;нет;нет
112460;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует
112460;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует
112543;отсутствуют;0;0;отсутствуют;0;0;0;0;0
112543;отсутствуют;0;0;отсутствуют;0;0;отсутствуют;0;0
112576;Вид издержек 1;Нет данных;Нет данных;Вид издержек 1;Нет данных;Нет данных;Нет данных;Нет данных;Нет данных
112576;Вид издержек N;Нет данных;Нет данных;Вид издержек N;Нет данных;Нет данных;Преимущество N;Нет данных;Нет данных
112579;Издержек нет;-;-;Нет;-;-;Процедура проверки  наличия на музыкальных инструментах или смычках маркировки либо охранной маркировки проводится в сжатые сроки.;Процедура проверки  наличия на музыкальных инструментах или смычках маркировки либо охранной маркировки проводится в сжатые сроки.;-
112579;-;-;-;-;-;-;При проверке не требуется дополнительного обращения заявителя.;-;-
112602;Возможность утраты права собственности на земельную долю собственником при  невыполнении им обязанности зарегистрировать право собственности на земельную долю в ЕГРН до 1 января 2025 либо сдать земельный участок, находящийся в общей долевой собственности в аренду до 1 января 2024 года. ;-;-;отсутствуют;-;-;-;-;-
112602;-;-;-;-;-;-;-;-;-
112610;Возможность утраты права собственности на земельную долю собственником при  невыполнении им обязанности зарегистрировать право собственности на земельную долю в ЕГРН до 1 января 2025;-;-;отсутствуют;-;-;-;-;-
112610;-;-;-;отсутствуют;-;-;-;-;-
112624;--;-;-;-;-;-;-;-;--
112624;-;-;-;-;-;-;--;-;-
112662;нет;нет;нет;нет;нет;нет;нет;нет;нет
112662;нет;нет;нет;нет;нет;нет;нет;нет;нет
112664;нет;нет;нет;нет;нет;нет;нет;нет;не
112664;нет;нет;нет;нет;нет;нет;нет;нет;нет
112723;-;-;-;-;-;-;-;-;-
112723;-;-;-;-;-;-;-;-;-
112732;Вид издержек 1;Нет данных;Нет данных;Вид издержек 1;Нет данных;Нет данных;Нет данных;Нет данных;Нет данных
112732;Вид издержек N;Нет данных;Нет данных;Вид издержек N;Нет данных;Нет данных;Преимущество N;Нет данных;Нет данных
112735;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет
112735;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет
112738;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет
112738;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет
112765;Вид издержек 1;отсутствуют;отсутствуют;Вид издержек 1;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
112765;Вид издержек N;отсутствуют;отсутствуют;Вид издержек N;отсутствуют;отсутствуют;Вид издержек N;отсутствуют;отсутствуют
112773;социально-экономических последствий реализации проекта постановления направлены на повышения качества зерна и продуктов его переработки, а также на сокращение  случаев выявления некачественного зерна или продуктов его переработки  ;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют
112773;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют
112778;Принятие проекта приказа не приведет к возникновению содержательных издержек для субъектов предпринимательской деятельности;0;0;Принятие проекта приказа не приведет к возникновению информационных издержек для субъектов предпринимательской деятельности;0;0;Принятие проекта приказа не приведет к возникновению преимуществ или выгод для субъектов предпринимательской деятельности, так как его требования будут едиными для всех субъектов предпринимательской и иной экономической деятельности.;Принятие проекта приказа не приведет к возникновению преимуществ или выгод для субъектов предпринимательской деятельности, так как его требования будут едиными для всех субъектов предпринимательской и иной экономической деятельности.;0
112778;-;0;0;-;0;0;-;0;0
112842;нет информации;нет информации;нет информации;нет информации;нет информации;нет информации;нет информации;нет информации;нет информации
112842;нет информации;нет информации;нет информации;нет информации;нет информации;нет информации;нет информации;нет информации;нет информации
112881;-;-;-;-;-;-;-;-;-
112881;-;-;-;-;-;-;-;-;-
112886;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
112886;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
112909;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют
112909;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют
112918;-;-;-;-;-;-;-;-;-
112918;-;-;-;-;-;-;-;-;-
112953;-;-;-;-;-;-;-;-;-
112953;-;-;-;-;-;-;-;-;-
113041;нет;нет;нет;нет;нет;нет;нет;нет;нет
113041;нет;нет;нет;нет;нет;нет;нет;нет;нет
113067;нет;нет;нет;нет;нет;нет;нет;нет;нет
113067;нет;нет;нет;нет;нет;нет;нет;нет;нет
113069;информация отсутствует;информация отсутствует;информация отсутствует;информация отсутствует;информация отсутствует;информация отсутствует;информация отсутствует;информация отсутствует;информация отсутствует
113069;информация отсутствует;информация отсутствует;информация отсутствует;информация отсутствует;информация отсутствует;информация отсутствует;информация отсутствует;информация отсутствует;информация отсутствует
113075;нет;нет;нет;нет;нет;нет;нет;нет;нет
113075;нет;нет;нет;нет;нет;нет;нет;нет;нет
113086;-;-;-;-;-;-;-;-;-
113086;-;-;-;-;-;-;-;-;-
113088;Принятие проекта приказа не приведет к возникновению содержательных издержек для субъектов экономической деятельности, так как проектом приказа не вводятся новые обязанности, запреты и ограничения в от-ношении субъектов предпринимательской и иной экономической деятельности, дополнительные требования будут введены и распространены на государственные предприятия, а к уже введенным требованиям субъекты экономической деятельности уже адаптировались.;0;"0
";Принятие проекта приказа не приведет к возникновению информационных издержек для субъектов экономической деятельности,  так как в отношении субъектов предпринимательской деятельности сохраняется ранее введенное для них регулирование, а дополнительные требования будут введены и распространены на государственные предприятия. ;0;0;Принятие проекта приказа не приведет к возникновению преимуществ и иных выгод для субъектов экономической деятельности, так как в отношении субъектов предпринимательской деятельности сохраняется ранее введенное для них регулирование, а дополнительные требования будут введены и распространены на государственные предприятия.;Принятие проекта приказа не приведет к возникновению преимуществ и иных выгод для субъектов экономической деятельности, так как в отношении субъектов предпринимательской деятельности сохраняется ранее введенное для них регулирование, а дополнительные требования будут введены и распространены на государственные предприятия.;0
113088;-;-;-;-;-;-;-;-;-
113102;0;0;0;0;0;0;0;0;0
113102;0;0;0;0;0;0;0;0;0
113106;0;0;0;0;0;0;0;0;0
113106;0;0;0;0;0;0;0;0;0
113106;0;0;0;0;0;0;0;0;0
113106;0;0;0;0;0;0;0;0;0
113107;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;"1)Нормативное закрепление обязанности оформления товаросопроводительного документа на партию зерна и (или) партию продуктов переработки зерна юридическими лицами и индивидуальными предпринимателями;
2) С учетом реализации цели № 1, исключить оборот зерна или продуктов переработки зерна, не отвечающего требования законодательства Российской Федерации в сфере контроля качества зерна и продуктов переработки зерна, а также требованиями аналогичной сферы законодательства зарубежных стран;
3) Введение в Российской Федерации результативной и централизованной системы прослеживаемости зерна и продуктов переработки  
4) Установление сроков оформления товаросопроводительного документа на партию зерна и (или) партию продуктов переработки зерна 
5)  Установление формы товаросопроводительного документа на партию зерна и (или) партию продуктов переработки зерна ";"1)Нормативное закрепление обязанности оформления товаросопроводительного документа на партию зерна и (или) партию продуктов переработки зерна юридическими лицами и индивидуальными предпринимателями;
2) С учетом реализации цели № 1, исключить оборот зерна или продуктов переработки зерна, не отвечающего требования законодательства Российской Федерации в сфере контроля качества зерна и продуктов переработки зерна, а также требованиями аналогичной сферы законодательства зарубежных стран;
3) Введение в Российской Федерации результативной и централизованной системы прослеживаемости зерна и продуктов переработки  
4) Установление сроков оформления товаросопроводительного документа на партию зерна и (или) партию продуктов переработки зерна 
5)  Установление формы товаросопроводительного документа на партию зерна и (или) партию продуктов переработки зерна ";Отсутствуют
113107;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют
113109;содержательные издержки отсутствуют;отсутствуют;отсутствуют;предоставление документов необходимых для прохождения контроля в пунктах пропуска;Документы уже получены учасниками;Документы уже получены учасниками;-;-;-
113109;-;-;-;-;-;-;-;-;-
113171;Установление перечня продукции не предусматривает содержательных издержек;отсутствуют;отсутствуют;Установление перечня продукции не предусматривает информационных издержек;отсутствуют;отсутствуют;1;1;1
113171;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
113207;Оборудование для маркировки;Инвестиции всей велосипедной отрасли, в которую входят несколько тысяч участников оборота, составят не более 0,5 млрд руб.;-;-;-;-;-;-;-
113207;Коды маркировки;-;В соответствии с размером  платы за оказание услуг по предоставлению кодов маркировки, утвержденным постановлением Правительства Российской Федерации от 8 мая 2019 г. № 577 (50 копеек без учета НДС за один код маркировки).;-;-;-;-;-;-
113228;отсутствует;отсутствует;отсутствует;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
113228;отсутствует;отсутствует;отсутствует;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
113264;-;-;-;-;-;-;-;-;-
113264;-;-;-;-;-;-;-;-;-
113287;Отсутствуют.;Отсутствуют.;Отсутствуют.;Внесение в Единый государственный реестр недвижимости сведений об отказе от применения ограничений.;Отсутствуют.;Количественная оценка соответствующих издержек не представляется возможной.;Отсутствуют.;Отсутствуют.;Количественная оценка соответствующих преимуществ не представляется возможной
113287;-;-;-;-;-;-;Сокращение издержек, связанных с возмещением убытков в связи с установлением зон с особыми условиями использования территории.;Отсутствуют.;Количественная оценка соответствующих преимуществ не представляется возможной
113298;Влияние не окажет;не будет;не будет;Не будет;Не будет;Не будет;Нет;Нет;Нет
113298;Влияния не окажет;не будет;не будет;Не будет;Не будет;Не будет;нет;нет;нет
113348;нет;0;0;нет;0;0;0;0;0
113348;нет;0;0;нет;0;0;нет;0;0
113386;нет;0;0;нет;0;0;0;0;0
113386;нет;0;0;нет;0;0;нет;0;0
113396;нет;нет;нет;нет;нет;нет;нет;нет;нет
113396;нет;нет;нет;нет;нет;нет;нет;нет;нет
113445;"Вид издержек 1																																													
";-;-;"Вид издержек 1																																													
";-;-;-;-;-
113445;"Вид издержек N																																													
";-;-;"Вид издержек N																																													
";-;-;"Преимущество N																																													
";-;-
113457; ; ; ; ; ; ; ; ; 
113457; ; ; ; ; ; ; ; ; 
113471;-;0;0;-;0;0;0;0;0
113471;-;0;0;-;0;0;-;0;0
113482;Отсутствует.;0;0;Отсутствует.;0;0;Возможность более оперативной и качественной экспертизы заявок на получение патентов на изобретения и полезные модели по желанию заявителя. Количественной оценке не поддается. ;Возможность более оперативной и качественной экспертизы заявок на получение патентов на изобретения и полезные модели по желанию заявителя. Количественной оценке не поддается. ;0
113482;Отсутствует.;0;0;Отсутствует.;0;0;Отсутствует.;0;0
113517;Реализация проекта постановления не повлечет содержательные издержки; ; ;Реализация проекта постановления не повлечет информационные издержки; ; ; ; ; 
113517; ; ; ; ; ; ; ; ; 
113525;-;-;-;-;-;-;-;-;-
113525;-;-;-;-;-;-;-;-;-
113529;отсутствуют;0;0;отсутствуют;0;0;0;0;0
113529;отсутствуют;0;0;отсутствуют;0;0;отсутствуют;0;0
113545;--;-;--;--;-;-;-;-;--
113545;-;-;-;-;-;--;-;-;-
113590;Информация уточняется;Информация уточняется;Информация уточняется;Информация уточняется;Информация уточняется;Информация уточняется;Информация уточняется;Информация уточняется;Информация уточняется
113590;Информация уточняется;Информация уточняется;Информация уточняется;Информация уточняется;Информация уточняется;Информация уточняется;Информация уточняется;Информация уточняется;Информация уточняется
113591;.;.;.;.;.;.;.;.;.
113591;.;.;.;.;.;.;.;.;.
113602;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
113602;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
113633;нет;нет;нет;нет;нет;нет;нет;нет;нет
113633;нет;нет;нет;нет;нет;нет;нет;нет;нет
113637;нет;нет;нет;нет;нет;нет;нет;нет;нет
113637;нет;нет;нет;нет;нет;нет;нет;нет;нет
113698;отсутствуют;отсутствуют;отсутствуют;"Совершение действий для привлечения иностранных граждан к трудовой деятельности (в электронном виде): 
регистрация в информационно-аналитической системе Общероссийская база вакансий «Работа в России», на Едином портале государственных и муниципальных услуг (функций);
размещение вакансий в информационно-аналитической системе Общероссийская база вакансий «Работа в России»;
подача уведомлений о заключении или расторжении трудового договора, гражданско-правового договора на выполнение работ (оказание услуг) с иностранным гражданином.
";отсутствуют;отсутствуют;"Отмена обязанности получения работодателями или заказчиками работ (услуг) разрешения на привлечение и использование иностранных работников (с даты вступления в силу Федерального закона - 1 января 2024 г.)

Отмена обязанности получения иностранными гражданами разрешения на работу (с даты вступления в силу Федерального закона –  1  января 2024 г.)

Отмена обязанности направления работодателем или заказчиком работ (услуг) уведомления об исполнении работодателями и заказчиками работ (услуг) обязательств по выплате заработной платы (вознаграждения) иностранному гражданину – высококвалифицированному специалисту (с даты вступления в силу Федерального закона - 1 января 2024 г.)";"Отмена обязанности получения работодателями или заказчиками работ (услуг) разрешения на привлечение и использование иностранных работников (с даты вступления в силу Федерального закона - 1 января 2024 г.)

Отмена обязанности получения иностранными гражданами разрешения на работу (с даты вступления в силу Федерального закона –  1  января 2024 г.)

Отмена обязанности направления работодателем или заказчиком работ (услуг) уведомления об исполнении работодателями и заказчиками работ (услуг) обязательств по выплате заработной платы (вознаграждения) иностранному гражданину – высококвалифицированному специалисту (с даты вступления в силу Федерального закона - 1 января 2024 г.)";отсутствуют
113698;отсутствуют;отсутствуют;отсутствуют;-;-;-;"Отмена обязанности направления в течение двух месяцев со дня выдачи патента иностранным гражданином, осуществляющим трудовую деятельность, копии трудового договора или гражданско-правового договора на выполнение работ (оказание услуг) (с даты вступления в силу Федерального закона - 1 января 2024 г.)

Отмена квотирования на выдачу иностранным гражданам разрешений на работу (с даты вступления в силу Федерального закона – 1  января 2024 г.)

Отмена обязанности временно проживающего в Российской Федерации иностранного гражданина проживания в пределах субъекта Российской Федерации, на территории которого ему разрешено временное проживание (с даты вступления в силу Федерального закона – 1  января 2024 г.)

Постановка на учет по месту пребывания в течение 30 дней (в соответствии с действующим законодательством - 7 рабочих дней) (с даты вступления в силу Федерального закона – 1  января 2024 г.)";отсутствуют;отсутствуют
113715;нет;нет;нет;нет;нет;нет;нет;нет;нет
113715;нет;нет;нет;нет;нет;нет;нет;нет;нет
113718;нет;нет;нет;нет;нет;нет;нет;нет;нет
113718;нет;нет;нет;нет;нет;нет;нет;нет;нет
113734;-;-;-;-;-;-;-;-;-
113734;-;-;-;-;-;-;-;-;-
113761;-;-;-;-;-;-;-;-;-
113761;-;-;-;-;-;-;-;-;-
113765;-;-;-;-;-;-;-;-;-
113765;-;-;-;-;-;-;-;-;-
113821;-;-;-;-;-;-;-;-;-
113821;-;-;-;-;-;-;-;-;-
113879;Урегулированы вопросы порядка создания, хранения электронных документов, и порядка их направления в государственные органы;Отсутствует;Отсутствует;-------------;-------------;---------------;-------------;-------------;----------
113879;---------;-------------;-----------;----------------;-------------;----------------;-----------;----------;----------
113884;нет;0;0;нет;0;0;0;0;0
113884;нет;0;0;нет;0;0;нет;0;0
113935;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;Размещение информации об объектах контроля (надзора), которым присвоена категория риска на официальном сайте надзорного органа;Размещение информации об объектах контроля (надзора), которым присвоена категория риска на официальном сайте надзорного органа;Упрощение процедуры получения информации
113935;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;Проведение  контрольных (надзорных) мероприятий  в соответствии с присвоенной категорией риска, ;отсутствуют;Снижение административной нагрузки на субъекты с низкой и умеренной категориями риска
113952;нет;нет;нет;нет;нет;нет;нет;нет;нет
113952;нет;нет;нет;нет;нет;нет;нет;нет;нет
113958;Реализация проекта постановления не повлечет информационные издержки;не применимо;не применимо;Реализация проекта постановления не повлечет информационные издержки;не применимо;не применимо;Реализация проекта постановления не повлечет преимущества и (или) иные выгоды;Реализация проекта постановления не повлечет преимущества и (или) иные выгоды;не применимо
113958;Реализация проекта постановления не повлечет информационные издержки;не применимо;не применимо;Реализация проекта постановления не повлечет информационные издержки;не применимо;не применимо;Реализация проекта постановления не повлечет преимущества и (или) иные выгоды;не применимо;не применимо
113976;-;-;-;-;-;-;-;-;-
113976;-;-;-;-;-;-;-;-;-
114051;Вид издержек 1;Отсутствуют;Отсутствуют;Вид издержек 1;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют
114051;Вид издержек N;Отсутствуют;Отсутствуют;Вид издержек N;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют
114212;Вид издержек 1;отсутствуют;отсутствуют;Вид издержек 1;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
114212;Вид издержек N;отсутствуют;отсутствуют;Вид издержек N;отсутствуют;отсутствуют;Преимущество N;отсутствуют;отсутствуют
114236;Отсутствуют.;-;-;Отсутствуют.;-;-;Отсутствуют.;Отсутствуют.;-
114236;Отсутствуют.;-;-;Отсутствуют.;-;-;Отсутствуют.;-;-
114255;-;-;-;-;-;-;-;-;-
114255;-;-;-;-;-;-;-;-;--
114258;-;-;-;-;-;-;-;-;-
114258;-;-;-;-;-;-;-;-;-
114263;-;-;-;-;-;-;-;-;-
114263;-;-;-;-;-;-;-;-;-
114264;-;-;-;-;-;-;-;-;-
114264;-;-;-;-;-;-;-;-;-
114282;Виды издержек;нет данных;нет данных;Виды издержек;нет данных;нет данных;Преимущество;Преимущество;нет данных
114282;-;нет данных;нет данных;-;нет данных;нет данных;-;нет данных;нет данных
114284;-;-;-;-;-;-;-;-;-
114284;-;-;-;-;-;-;-;-;-
114314;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;не влияет на деятельность субъектов мало-го и среднего предпринимательства;не влияет на деятельность субъектов мало-го и среднего предпринимательства;не влияет на деятельность субъектов малого и среднего предпринимательства
114314;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;не влияет на деятельность субъектов малого и среднего предпринимательства;не влияет на деятельность субъектов мало-го и среднего предпринимательства;не влияет на деятельность субъектов малого и среднего предпринимательства
114371;-;-;-;-;-;-;-;-;-
114371;-;-;-;-;-;-;-;-;-
114372;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует
114372;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует
114373;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует
114373;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует;Описание отсутствует
114397;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
114397;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
114484;-;-;-;-;-;-;-;-;-
114484;-;-;-;-;-;-;-;-;-
114495;-;-;-;-;-;-;-;-;-
114495;-;-;-;-;-;-;-;-;-
114503;Найм дополнительного персонала;Не требуется найм дополнительного персонала;Не требуется найм дополнительного персонала;Формирование и хранение информации;Формирование и хранение  журналов и документации в соответствии с установленными требованиями;Формирование и хранение  журналов и документации в соответствии с установленными требованиями;Надлежащие изготовление и отпуск лекарственных препаратов владельцам животных позволит повысить качество лекарственных препаратов и снизить появление непоправимых последствий для здоровья животного, отсутствие эффекта от лечения животного, а также падеж животных и  летальный  исход животных;Надлежащие изготовление и отпуск лекарственных препаратов владельцам животных позволит повысить качество лекарственных препаратов и снизить появление непоправимых последствий для здоровья животного, отсутствие эффекта от лечения животного, а также падеж животных и  летальный  исход животных;Надлежащие изготовление и отпуск лекарственных препаратов владельцам животных позволит повысить качество лекарственных препаратов и снизить появление непоправимых последствий для здоровья животного, отсутствие эффекта от лечения животного, а также падеж животных и  летальный  исход животных
114503;Обеспечение новых рабочих мест;Не требуется создание новых рабочих мест;Не требуется создание новых рабочих мест;Ведение журналов ;Ведение журналов и документации в соответствии с установленными требованиями;"Ведение журналов и документации в соответствии с установленными требованиями.
Периодическая потребность возникает в рамках работы ветеринарной аптеки";Преимущества;Надлежащие изготовление и отпуск лекарственных препаратов владельцам животных позволит повысить качество лекарственных препаратов и снизить появление непоправимых последствий для здоровья животного, отсутствие эффекта от лечения животного, а также падеж животных и  летальный  исход животных;Надлежащие изготовление и отпуск лекарственных препаратов владельцам животных позволит повысить качество лекарственных препаратов и снизить появление непоправимых последствий для здоровья животного, отсутствие эффекта от лечения животного, а также падеж животных и  летальный  исход животных
