regulation_project_id;Описание отменяемых обязанностей, запретов или ограничений;Описание и оценка затрат на выполнение отменяемых обязанностей, запретов или ограничений
107162;Отмена необходимости заключения соглашений между ТО ПФР и кредитными организациями, содержащих обязанности кредитных организаций в рамках взаимодействия;ограничений
107219;отсутствует;-
107259;-;-
107305;Отсутствуют;Отсутствуют
107309;Отмена обязанностей, запретов или ограничений для субъектов предпринимательской и иной экономической деятельности не предусмотрена;Не предусмотрено
107317;-;-
107368;.;.
107375;-;-
107444;-;-
107580;нет;нет
107616;проакт акта не отменяет обязанности, запреты или ограничения;-
107643;нет;нет
107647;-;-
107651;Нет;Нет
107804;"допускается ввоз биологических отходов в личные подсобные хозяйства, крестьянские (фермерские) хозяйства, в хозяйства индивидуальных предпринимателей, ";отсутствуют
107804;в организации, осуществляющие разведение и содержание животных, для дальнейшего хранения, переработки и/или утилизации;отсутствуют
107833;отсутствуют;отсутствуют
107860;отсутствует;-
107916;-;-
108034;данные в проработке;данные в проработке
108040;(N.1);-
108040;(N.K);-
108051;Отсутствуют;Отсутствуют
108119;"Пунктом 1 новой редакции Перечня отменить запрет на осуществление частной охранной деятельности в отношении порядка 1 тысячи объектов территориальных органов Федеральной службы по надзору в сфере природопользования, Федеральной службы по экологическому, технологическому и атомному надзору, Федеральной службы по регулированию алкогольного рынка, Министерства обороны Российской Федерации, занимаемых подведомственными Министерству обороны Российской Федерации организациями, не имеющими в своем составе ведомственной охраны, а также Министерства транспорта Российской Федерации и подведомственных ему федеральных органов исполнительной власти и подведомственных им организаций, которым в установленном Правительством Российской Федерации порядке присвоена вторая категория.";отсутствуют
108119; ; 
108119;"Пунктом 7 новой редакции Перечня отменить запрет на осуществление частной охранной деятельности в отношении порядка 1 тысячи объектов общероссийских государственных телевизионных и радиовещательных организаций, отнесенных к категориям 2 и 3, федерального государственного унитарного предприятия «Российская телевизионная и радиовещательная сеть», не имеющих в своем составе центров формирования мультиплексов."; 
108119; ; 
108119;"Пунктом 14 новой редакции Перечня отменить запрет на осуществление частной охранной деятельности в отношении порядка 10 тысяч объектов по хранению наркотических средств, психотропных веществ и их прекурсоров, осуществляемому в помещениях, которые в установленном Правительством Российской Федерации порядке отнесены к 3 или 4 категории."; 
108119; ; 
108119;"Пунктом 16 новой редакции Перечня отменить запрет на осуществление частной охранной деятельности в отношении около 300 объектов, являющихся собственностью Государственной корпорации по атомной энергии «Росатом» (в том числе закрепленные за ее учреждениями на праве оперативного управления), являющихся собственностью акционерных обществ (их дочерних обществ) Государственной корпорации по атомной энергии «Росатом»,и являющихся федеральной собственностью и закрепленные на праве хозяйственного ведения за подведомственными Государственной корпорации по атомной энергии «Росатом» федеральными государственными унитарными предприятиями, которым в установленном Правительством Российской Федерации порядке присвоена 3 категория террористической опасности."; 
108119; ; 
108119;"Пунктом 22 новой редакции Перечня отменить запрет на осуществление частной охранной деятельности в отношении порядка 6,5 тысяч объектов топливно-энергетического комплекса."; 
108119; ; 
108119;Пунктом 25 новой редакции Перечня отменить запрет на осуществление частной охранной деятельности в отношении около 150 объектов, являющихся собственностью организаций Государственной корпорации по содействию разработке, производству и экспорту высокотехнологичной продукции «Ростех» (их дочерних обществ), а также являющихся федеральной собственностью и закрепленных на праве хозяйственного ведения за федеральными государственными унитарными предприятиями, в отношении которых Государственная корпорация по содействию разработке, производству и экспорту высокотехнологичной продукции «Ростех» осуществляет права собственника имущества, которым в установленном Правительством Российской Федерации порядке присвоена низкая категории потенциальной террористической опасности.; 
108131;Не предусматриваются;Не предусматриваются
108143;отсутствует;отсутствует
108154;-;-
108186;Не предусматриваются;Не предусматриваются
108225;-;-
108272;Нет.;Нет.
108322;-;-
108328;Данные отсутствуют.;Не предусмотрено.
108331;-;-
108334;-;-
108336;-;-
108365;Необходимость отмены обязанностей, запретов или ограничений отсутсвует.;-
108389;Отсутствует;-
108399;-;-
108422;Отсутствует;-
108425;Отсутствует;-
108467;предлагается отказаться от осуществления государственного контроля за экономической концентрацией в области использования водных объектов;отсутствуют
108470;-;-
108486;-;-
108551;-;-
108581;Отсутствует;-
108606;-;-
108633;отсутствуют;-
108639;-;-
108663;-;-
108673;нет;нет
108683;Запреты и ограничения не предусмотрены. Получение бумажной выписки из реестра лицензий не является обязанностью.;Запреты и ограничения не предусмотрены. Получение бумажной выписки из реестра лицензий не является обязанностью.
108760;-;-
108778;Отмена обязанностей, запретов или ограничений для субъектов предпринимательской и экономической деятельности, осуществляющих сельскохозяйственное производство, не предусмотрено;Ввиду отсутствия отменяемых обязанностей, запретов или ограничений для субъектов предпринимательской и экономической деятельности, осуществляющих сельскохозяйственное производство, затраты не предусмотрены
108787;Проектом приказа не предусмотрена отмена обязанностей, запретов или ограничений;Отсутствует
108789;Проектом приказа не предусмотрена отмена обязанностей, запретов или ограничений;Отсутствует
108799;отсутствуют;отсутствуют
108845;-;-
108850;не предполагается;не предполагается
108852;отменяемые обязанности, запреты, ограничения отсутствуют;отсутствует
108924;Отмена обязанностей, запретов или ограничений для субъектов предпринимательской и иной экономической деятельности не предусмотрена;не предусмотрено
108945;(N.1) нет;нет
108945;(N.K);-
108949;(N.1) нет;нет
108949;(N.K);-
108952;(N.1) нет;нет
108960;(N.1) нет;нет
108960;(N.K);-
108962;Отменяемые обязанности, запреты и ограничения отсутствуют;Не предусмотрено
109198;Отмена обязанностей, запретов или ограничений для субъектов предпринимательской и иной экономической деятельности не предусмотрена;Не предусмотрено
109355;Отменяемых обязанностей, запретов или ограничения не предусмотрено;Затрат на выполнение отменяемых обязанностей, запретов или ограничений не предусмотрено
109382;Отменяемых обязанностей, запретов или ограничения не предусмотрено;Затрат на выполнение отменяемых обязанностей, запретов или ограничений не предусмотрено
109432;Отсутствует;Отсутствует
109468;Отсутствуют;Отсутствуют
109477;Отсутствуют;Отсутствуют
109482;нет;нет
109532;Отсутствуют;Отсутствуют
109539;Отсутствует;Отсутствует
109576;отсутствуют;отсутствуют
109587;отсутствуют;отсутствуют
109763;Отменяется обязанность организатора азартных игр в букмекерской конторе заключать соглашения с субъектами профессионального спорта и на основании таких соглашений перечислять им целевые отчисления;отсутствуют
109807;_;_
109874;нет;нет
109935;отсутствуют;отсутствуют
110007;Отсутствует;Отсутствует
110020;Отсутствуют;Отсутствуют
110021;Отсутствуют;Отсутствуют
110437;Отсутствует;Отсутствует
110463;-;-
110519;-;-
110542;Информация уточняется;Информация уточняется
110641;отсутствует;отсутствует
110643;отсутствует;отсутствует
110647;отсутствует;отсутствует
110656;отсутствует;отсутствует
110665;отсутствует;отсутствует
110859;Отсутствует;Отсутствует
110878;информация уточняется;информация уточняется
110969;Запреты и ограничения не вводятся;Запреты и ограничения не вводятся
111038;Отсутствуют;Отсутствуют
111410;Не планируется;Не планируется
111434;не предусмотрено;отсутствует
111461;Обязанности, запреты или ограничения для субъектов предпринимательской и иной экономической деятельности не отменяются;отсутствует
111463;(N.1);отсутствует
111463;(N. К);отсутствует
111469;Отсутствует;Отсутствует
111763;отсутствуют;отсутствуют
111776;отсутствуют;отсутствуют
111787;___;___
111839;-;-
111852;-;-
111937;Информация отсутствует;Информация отсутствует
111978;Отсутствуют;Отсутствуют
111987;нет;нет
111992;нет;нет
111996;нет;нет
111997;Нет;Нет
111998;нет;нет
112003;отсутствуют;отсутствуют
112008;нет;нет
112016;Отсутствуют;Отсутствуют
112017;Отсутствуют;Отсутствуют
112021;Отсутствуют;Отсутствуют
112025;Отсутствуют;Отсутствуют
112032;нет;нет
112035;Нет;Нет
112037;Нет;Нет
112038;Нет;Нет
112047;-;-
112053;Отсутствует;Отсутствует
112107;Отсутствует;Отсутствует
112139;не отменяются обязанности, запреты или ограничения для субъектов предпринимательской и иной экономической деятельности;-
112172;нет;нет
112173;нет;нет
112177;нет;нет
112235;-;-
112239;-;-
112249;-;-
112250;-;-
112300;отсутствует;отсутствуют
112303;Отсутствует;Отсутствует
112322;Обязанности, запреты и ограничения отсутствуют;Обязанности, запреты и ограничения отсутствуют
112361;Отсутствует;Отсутствует
112365;Отсутствует (№.K);-
112433;Отсутствует;Отсутствует
112442;нет;нет
112460;Отсутствует;Отсутствует
112543;нет;нет
112576;(N.1);Нет данных
112576;(N.K);Нет данных
112579;Нет;Нет
112602;-;-
112610;1;1
112624;-;--
112662;нет;нет
112664;Отсутствует.;Отсутствует.
112723;-;-
112732;(N.1);Нет данных
112732;(N.K);Нет данных
112735;Отсутствуют;Отсутствуют
112738;Нет;Нет
112765;отсутствуют;отсутствуют
112773;отменяемых обязанностей, запретов или ограничений не предусмотрено;отменяемых обязанностей, запретов или ограничений не предусмотрено
112778;Проектом приказа не затрагиваются обязанности, запреты и ограничения в отношении субъектов предпринимательской и иной экономической деятельности;Проектом приказа не затрагиваются обязанности, запреты и ограничения в отношении субъектов предпринимательской и иной экономической деятельности, поэтому затраты отсутствуют
112842;нет;нет
112881;-;-
112886;Обязанности, запреты и ограничения отсутствуют;Обязанности, запреты и ограничения отсутствуют
112909;Отсутствуют;Отсутствуют
112918;-;-
112953;-;-
113041;Заключение договоров аренды, договоров безвозмездного пользования, договоров доверительного управления имуществом, иных договоров, предусматривающих переход прав владения и (или) пользования в отношении государственного или муниципального имущества может быть осуществлено только по результатам проведения конкурсов или аукционов на право заключения этих договоров;нет
113067;нет;нет
113069;Отсутсвует.;ОТСУТСВУЕТ.
113075;нет;нет
113086;-;-
113088;Проектом приказа не отменяются существующие обязанности, запреты и ограничения в отношении субъектов предпринимательской и иной экономической деятельности, а дополнительные требования будут введены и распространены на государственные предприятия.;Проектом приказа сохраняются уже введенные обязанности, запреты и ограничения в отношении субъектов предпринимательской и иной экономической деятельности, поэтому затраты отсутствуют
113102;не предусмотрены;не предусмотрено
113106;не предусмотрены;не предусмотрено
113106;не предусмотрены;не предусмотрено
113107;отменяемых обязанностей, запретов или ограничений не предусмотрено;отменяемых обязанностей, запретов или ограничений не предусмотрено
113109;Указанный акт не отменяет обязанностей, запретов и ограничений;С учетом отсутствия отмены обязанностей, запретов и ограничений описать и оценить затрат не представляется возможным
113171;отсутствует;отсутствует
113207;Отменяемые обязанности, запреты и ограничения отсутствуют.;Отменяемые обязанности, запреты и ограничения отсутствуют.
113228;отсутствуют;отсутствуют
113264;отсутвуют;отсутствуют
113287;Сокращение количества видов зон с особыми условиями использования территорий и ограничений в границах таких зон, необходимость возмещения убытков, возникающих в связи с установлением указанных зон.;Оценка затрат на выполнение отменяемых обязанностей не представляется возможной.
113298;Информации нет;Информации нет
113348;нет;Нет
113386;нет;нет
113396;нет;нет
113445;-;-
113471;нет;0
113482;Отсутствуют.;Отсутствуют.
113517;Для субъектов обращения лекарственных средств нет отменяемых обязанностей, запретов или ограничений;Отсутствуют
113525;-;-
113529;Отсутствует;Отсутствует
113545;--;-
113590;Информация уточняется;Информация уточняется
113591;.;.
113602;отсутствует;отсутствует
113633;Отсутствуют;Отсутствуют
113637;отсутствуют;отсутствуют
113698;Отмена обязанности получения работодателями или заказчиками работ (услуг) разрешения на привлечение и использование иностранных работников ; 
113698; ; 
113698;Отмена обязанности получения иностранными гражданами разрешения на работу; 
113698; ; 
113698;Отмена обязанности направления работодателем или заказчиком работ (услуг) уведомления об исполнении работодателями и заказчиками работ (услуг) обязательств по выплате заработной платы (вознаграждения) иностранному гражданину – высококвалифицированному специалисту; 
113698; ; 
113698;"Отмена обязанности направления в течение двух месяцев со дня выдачи патента иностранным гражданином, осуществляющим трудовую деятельность, копии трудового договора или гражданско-правового договора на выполнение работ (оказание услуг)"; 
113698; ; 
113698;Отмена квотирования на выдачу иностранным гражданам разрешений на работу; 
113698; ; 
113698;"Отмена обязанности временно проживающего в Российской Федерации иностранного гражданина проживания в пределах субъекта Российской Федерации, на территории которого ему разрешено временное проживание."; 
113698; ; 
113698;Постановка на учет по месту пребывания в течение 30 дней (в соответствии с действующим законодательством - 7 рабочих дней); 
113715;Риски отсутствуют;Отсутствуют
113718;Не предусмотрено;Не предусмотрено
113734;-;-
113761;-;-
113765;-;-
113821;--;-
113879;Отсутствует;Отсутствует
113884;не;нет
113935;Обязанности, запреты и ограничения отсутствуют;Обязанности, запреты и ограничения отсутствуют
113952;нет;нет
113958;Не предусматриваются;Не предусматриваются
113976;-;-
114051;Отмена необходимости заключения соглашений между ТО ПФР и кредитными организациями, содержащих обязанности кредитных организаций в рамках взаимодействия;Отсутствует
114212;(N.1); 
114212;(N.К);отсутствует
114236;1) отмена уведомительного порядка строительства жилых и садовых домов;Не потребуется.
114236;2) исключение требования об образовании земельных участков, расположенных под многоквартирными домами, исключительно на основании проекта межевания территории;Снижение затрат на подготовку документов, необходимых для образования земельных участков под многоквартирными домами.
114255;-;-
114258;-;-
114263;-;-
114264;-;-
114282;нет;нет
114284;-;-
114314;не отменяются обязанности, запреты или ограничения для субъектов предпринимательской и иной экономической деятельности;-
114371;-;-
114372;Отсутствует;Отсутствует
114373;Отсутствует;Отсутствует
114397;Обязанности, запреты и ограничения отсутствуют.;Обязанности, запреты и ограничения отсутствуют.
114484;-;-
114495;-;-
114503;Отмена обязанностей, запретов или ограничений для субъектов предпринимательской и иной экономической деятельности не предусмотрена;Не предусмотрено
114504;нет;нет
114510;-;-
114528;отсутствуют;отсутствуют
114560;Нет;Нет
114620;Отсутствует;-
114624;Отсутствует;-
114665;отсутствуют;отсутствуют
114669;уточняется;уточняется
114677;.;.
114715;Отсутствует;-
114717;Отсутствует;Отсутствует
114719;Отсутствует;Отсутствует
114841;-;-
114846;-;-
114870;Отсутствуют;Отсутствуют
114891;-;-
114898;Отсутствуют;Отсутствуют
114907;.;.
114912;отмена обязанностей, запретов или ограничений не предусматривается;Описание и оценка затрат на выполнение отменяемых обязанностей, запретов или ограничений отсутствует
114917;Отсутствует;не требуется
114953;-;-
114955;отсутствуют;отсутствуют
114985;-;-
114992;-;-
115003;отмена обязанностей, запретов или ограничений не предусматривается;Описание и оценка затрат на выполнение отменяемых обязанностей, запретов или ограничений отсутствует
115113;Отсутствует;Отсутствует
115126;Отсутствуют.;Отсутствует.
115130;отсутствуют;нет
115136;Отмена обязанностей, запретов или ограничений не предусмотрена;-
115142;нет;нет
115146;Отсутствует;Отсутствует
115159;Информация отсутствует;Информация отсутствует
115166;Реализация проекта акта не отменяет существующих обязанностей запретов и ограничений;Отсутствует
115168;-;-
115193;-;-
115218;-;-
115277;Проектом приказа не отменяются существующие обязанности, запреты и ограничения в отношении субъектов экономической деятельности;0, затраты субъектов экономической деятельности на соблюдение установленных требований не изменятся.
115282;отсутствуют;отсутствуют
115307;Исключены требования: ; 
115307;"о наличии окраски ульев;"; 
115307;" о необходимости размещения на пасеке некоторых обязательных пчеловодных сооружений и построек; "; 
115307;"о содержании в населенных пунктах миролюбивых пород пчел; "; 
115307;"о предельном количестве содержания пчелосемей в населенных пунктах; "; 
115307;"к перемещению ульев; "; 
115307;"о расширении пчелиных гнезд только светло-коричневыми сотами; "; 
115307;"к объемам запасов корма; "; 
115307;"к пчелиным гнездам после выхода с зимовки; "; 
115307;"по конкретным болезням пчел; "; 
115307;нормы размещения пчелосемей на энтомофильных культурах.;Исключаемые требования не влечет затрат
115313;не устанавливаются;не устанавливаются
115325;Информация уточняется;Информация уточняется
115358;(N.1);отсутствует
115358;(N. К);отсутствует
115363;нет;нет
115414;Проект постановления не отменяет обязанности, запреты или ограничения;Проект постановления не отменяет обязанности, запреты или ограничения
115421;Отсутствуют;-
115423;Нет;Нет
115434;Отсутствуют;Отсутствуют
115538;Нет;Нет
115540;Проект приказа не содержит положений об отмене действующих требований;Отсутствует
115574;-;-
115576;нет;нет
115596;Отсутствуют.;Отсутствует.
115601;-;-
115613;-;-
115625;Отсутствуют.;Отсутствуют.
115667;"1. Изменение режима постоянного государственного надзора в отношении опасных производственных объектов, оснащенных системой дистанционного контроля промышленной безопасности либо объектов, в отношении которых представлено положительное заключение аудита системы управления промышленной безопасностью.
";Издержки организаций, эксплуатирующих опасные производственные объекты, связанные с необходимостью продления сроков эксплуатации технических устройств, применяемых на опасных производственных объектах, зданий и сооружений на опасных производственных объектах посредством проведения экспертизы промышленной безопасности составляют не менее 15 млрд. рублей ежегодно.
115667;"2. Отмена плановых проверок в отношении опасных производственных объектов, оснащенных системой дистанционного контроля промышленной без-опасности либо увеличение периодичности проверок объектов, в отношении которых представлено положительное заключение аудита системы управления промышленной безопасностью.
";Издержки организаций, эксплуатирующих опасные производственные объекты, связанные с необходимостью продления сроков эксплуатации технических устройств, применяемых на опасных производственных объектах, зданий и сооружений на опасных производственных объектах посредством проведения экспертизы промышленной безопасности составляют не менее 15 млрд. рублей ежегодно.
115667;"3. Упрощение процедуры по предоставлению сведений о производственном контроле в отношении опасных производственных объектов, оснащенных системой дистанционного контроля промышленной безопасности.
";Издержки организаций, эксплуатирующих опасные производственные объекты, связанные с необходимостью продления сроков эксплуатации технических устройств, применяемых на опасных производственных объектах, зданий и сооружений на опасных производственных объектах посредством проведения экспертизы промышленной безопасности составляют не менее 15 млрд. рублей ежегодно.
115667;"4. Введение возможности применения обоснования безопасности при техническом перевооружении опасного производственного объекта и капитальном ремонте «линейного» опасного производственного объекта.
";Издержки организаций, эксплуатирующих опасные производственные объекты, связанные с необходимостью продления сроков эксплуатации технических устройств, применяемых на опасных производственных объектах, зданий и сооружений на опасных производственных объектах посредством проведения экспертизы промышленной безопасности составляют не менее 15 млрд. рублей ежегодно.
115667;"5. Выделение из опасных производственных объектов отдельной категории – «передвижные технические устройства» с установлением меньшего количества требований к их эксплуатации по сравнению с опасными производственными объектами.
";Издержки организаций, эксплуатирующих опасные производственные объекты, связанные с необходимостью продления сроков эксплуатации технических устройств, применяемых на опасных производственных объектах, зданий и сооружений на опасных производственных объектах посредством проведения экспертизы промышленной безопасности составляют не менее 15 млрд. рублей ежегодно.
115667;6. Исключение необходимости проведения экспертизы промышленной без-опасности для целей продления сроков эксплуатации технических устройств, применяемых на опасных производственных объектах, а также зданий и сооружений на опасных производственных объектах.;Издержки организаций, эксплуатирующих опасные производственные объекты, связанные с необходимостью продления сроков эксплуатации технических устройств, применяемых на опасных производственных объектах, зданий и сооружений на опасных производственных объектах посредством проведения экспертизы промышленной безопасности составляют не менее 15 млрд. рублей ежегодно.
115698;-;-
115720;--;-
115767;-;-
115801;нет;нет
115845;отсутствуют;отсутствуют
115917;отмена обязанностей, запретов или ограничений для субъектов предпринимательской и иной экономической дея-тельности проектом не предусматривается;-
115936;не предусмотрены;не предусмотрено
116207;Аттестацию будут проходить физические лица, они не относятся к категории субъектов предпринимательской и иной экономической деятельности.;Аттестацию будут проходить физические лица, они не относятся к категории субъектов предпринимательской и иной экономической деятельности.
116217;отмена обязанностей, запретов или ограничений для субъектов предпринимательской и иной экономической деятельности проектом не предусматривается;-
116308;Отсутствует;Отсутствует
116317;Информация уточняется;Информация уточняется
116428;Отсутствует.;Отсутствует.
116452;Отсутствуют;Отсутствуют
116636;Отменяемых обязанностей, запретов или ограничения не предусмотрено;Затрат на выполнение отменяемых обя-занностей, запретов или ограничений не предусмотрено
116695;отсутствуют;отсутствуют
116728;Проект приказа не отменяет существующих обязанностей, запретов и ограничений, а только уточняет порядок их применения.;Так как проект приказа не отменяет существующих обязанностей, запретов и ограничений, дополнительных затрат на их выполнение не требуется.
116740;нет;нет
116763;Необходимость отмены обязанностей, запретов или ограничений отсутсвует;Отсутствует
116792;Указанный акт не отменяет обязанностей, запретов и ограничений;отмены обязанностей, запретов или ограничений не произойдет
116809;Отсутствуют;Отсутствуют
116829;уточняется;уточняется
116907;Отменяемых обязанностей, запретов или ограничений не предусмотрено;Отсутствует
116926;нет;нет
116961;-;-
116981;Отменяемые обязанности, запреты или ограничения не предполагается;Затрат на выполнение отменяемых обязанностей, запретов или ограничений не предполагается
117001;Не определены;Не определены
117061;Отсутствует;Отсутствует
117103;Нет;Нет
117170;нет;нет
117224;"Отменяемые обязанности, запреты ";"Отменяемые обязанности, запреты "
117224;и ограничения отсутствуют.;и ограничения отсутствуют.
117232;Проектом приказа не отменятся обязанности, запреты и ограничения в отношении субъектов предпринимательской и иной экономической деятельности.;Проектом приказа систематизированы уже введенные обязанности, запреты и ограничения в отношении субъектов предпринимательской и иной экономической деятельности, поэтому затраты отсутствуют.
117247;отсутствует;отсутствует
117248;Отменяемые обязанности, запреты или ограничения отсутствуют;Отсутствуют
117259;Запрет на осуществление страховой деятельности в Российской Федерации иностранными страховщиками через созданные ими филиалы;не предусмотрено
117305;Проектом приказа не отменятся обязанности, запреты и ограничения в отношении субъектов предпринимательской и иной экономической деятельности;Проектом приказа систематизированы уже введенные обязанности, запреты и ограничения в отношении субъектов предпринимательской и иной экономической деятельности, поэтому затраты отсутствуют
117327;-;-
117379;Отсутствует;Отсутствует
117410;Отсутствуют;Отсутствуют
117463;Отсутствуют;Отсутствуют
117556;-;0
117572;Проект федеральных законов не содержит отменяемых запретов или ограничений;-
117577;Отменяемые обязанности, запреты или ограничения отсутствуют;Оценка затрат на выполнение отменяемых обязанностей, запретов или ограничений отсутствует.
117624;Отсутствуют;Отсутствуют
117629;отсутствуют;отсутствуют
117661;-;-
117661;-;-
117691;Отсутствуют;Отсутствуют
117703;Отмена обязанностей, запретов или ограничений не предполагается;Не предусмотрено
